uniprot	gene	synonyms
P30305	CDC25B	CDC25B,CDC25HU2
P30414	NKTR	NKTR
P30419	NMT1	NMT1,NMT
P30566	ADSL	ADSL,AMPS
P30622	CLIP1	CLIP1,CYLN1,RSN
P31321	PRKAR1B	PRKAR1B
P31323	PRKAR2B	PRKAR2B
P31350	RRM2	RRM2,RR2
P31641	SLC6A6	SLC6A6
P31689	DNAJA1	DNAJA1,DNAJ2,HDJ2,HSJ2,HSPF4
P31751	AKT2	AKT2
P31930	UQCRC1	UQCRC1
P31942	HNRNPH3	HNRNPH3,HNRPH3
P31943	HNRNPH1	HNRNPH1,HNRPH,HNRPH1
P31948	STIP1	STIP1
P31949	S100A11	S100A11,MLN70,S100C
P32519	ELF1	ELF1
P33176	KIF5B	KIF5B,KNS,KNS1
P33316	DUT	DUT
P33981	TTK	TTK,MPS1,MPS1L1
P33991	MCM4	MCM4,CDC21
P34932	HSPA4	HSPA4,APG2
P35221	CTNNA1	CTNNA1
P35222	CTNNB1	CTNNB1,CTNNB,OK/SW-cl.35,PRO2286
P35251	RFC1	RFC1,RFC140
P35269	GTF2F1	GTF2F1,RAP74
P35548	MSX2	MSX2,HOX8
P35568	IRS1	IRS1
P35579	MYH9	MYH9
P35580	MYH10	MYH10
P35606	COPB2	COPB2
P35611	ADD1	ADD1,ADDA
P35658	NUP214	NUP214,CAIN,CAN,KIAA0023
P35659	DEK	DEK
P35680	HNF1B	HNF1B,TCF2
P35900	KRT20	KRT20
P36507	MAP2K2	MAP2K2,MEK2,MKK2,PRKMK2
P36578	RPL4	RPL4,RPL1
P36871	PGM1	PGM1
P36915	GNL1	GNL1,HSR1
P37173	TGFBR2	TGFBR2
P37231	PPARG	PPARG,NR1C3
P37802	TAGLN2	TAGLN2,KIAA0120,CDABP0035
P38159	RBMX	RBMX,HNRPG,RBMXP1
P38398	BRCA1	BRCA1,RNF53
P38432	COIL	COIL,CLN80
P38919	EIF4A3	EIF4A3,DDX48,KIAA0111
P39880	CUX1	CUX1,CUTL1
P40222	TXLNA	TXLNA,TXLN
P40227	CCT6A	CCT6A,CCT6,CCTZ
P40306	PSMB10	PSMB10,LMP10,MECL1
P40425	PBX2	PBX2,G17
P40763	STAT3	STAT3,APRF
P40818	USP8	USP8,KIAA0055,UBPY
P41162	ETV3	ETV3,METS,PE1
P41208	CETN2	CETN2,CALT,CEN2
P41212	ETV6	ETV6,TEL,TEL1
P41227	NAA10	NAA10,ARD1,ARD1A,TE2
P41229	KDM5C	KDM5C,DXS1272E,JARID1C,SMCX,XE169
P41235	HNF4A	HNF4A,HNF4,NR2A1,TCF14
P41236	PPP1R2	PPP1R2,IPP2
Q6NXS1	PPP1R2B	PPP1R2B,PPP1R2P3
P41743	PRKCI	PRKCI,DXS1179E
P42166	TMPO	TMPO,LAP2
P42167	TMPO	TMPO,LAP2
P42224	STAT1	STAT1
P42330	AKR1C3	AKR1C3,DDH1,HSD17B5,KIAA0119,PGFS
P42345	MTOR	MTOR,FRAP,FRAP1,FRAP2,RAFT1,RAPT1
P42566	EPS15	EPS15,AF1P
P42568	MLLT3	MLLT3,AF9,YEATS3
P42677	RPS27	RPS27,MPS1
P42684	ABL2	ABL2,ABLL,ARG
P42694	HELZ	HELZ,DRHC,KIAA0054
P42695	NCAPD3	NCAPD3,CAPD3,KIAA0056
P42696	RBM34	RBM34,KIAA0117
P42858	HTT	HTT,HD,IT15
P43007	SLC1A4	SLC1A4,ASCT1,SATT
P43243	MATR3	MATR3,KIAA0723
P43487	RANBP1	RANBP1
P45880	VDAC2	VDAC2
P45973	CBX5	CBX5,HP1A
P45974	USP5	USP5,ISOT
P46013	MKI67	MKI67
P46060	RANGAP1	RANGAP1,KIAA1835,SD
P46087	NOP2	NOP2,NOL1,NSUN1
P46100	ATRX	ATRX,RAD54L,XH2
P46108	CRK	CRK
P46379	BAG6	BAG6,BAT3,G3
P46527	CDKN1B	CDKN1B,KIP1,p27
P46934	NEDD4	NEDD4,KIAA0093,NEDD4-1,PIG53
P46937	YAP1	YAP1,YAP65
P46940	IQGAP1	IQGAP1,KIAA0051
P47712	PLA2G4A	PLA2G4A,CPLA2,PLA2G4
P47755	CAPZA2	CAPZA2
P47974	ZFP36L2	ZFP36L2,ERF2,RNF162C,TIS11D
P48382	RFX5	RFX5
P48431	SOX2	SOX2
P48436	SOX9	SOX9
P48444	ARCN1	ARCN1,COPD
P48506	GCLC	GCLC,GLCL,GLCLC
P48634	PRRC2A	PRRC2A,BAT2,G2
P48637	GSS	GSS
P48651	PTDSS1	PTDSS1,KIAA0024,PSSA
P48730	CSNK1D	CSNK1D,HCKID
P48764	SLC9A3	SLC9A3,NHE3
P49006	MARCKSL1	MARCKSL1,MLP,MRP
P49023	PXN	PXN
P49116	NR2C2	NR2C2,TAK1,TR4
P49207	RPL34	RPL34
P49247	RPIA	RPIA,RPI
P49321	NASP	NASP
P49327	FASN	FASN,FAS
P49354	FNTA	FNTA
P49407	ARRB1	ARRB1,ARR1
P49454	CENPF	CENPF
P49585	PCYT1A	PCYT1A,CTPCT,PCYT1
P49589	CARS1	CARS1,CARS
P49590	HARS2	HARS2,HARSL,HARSR,HO3
P49640	EVX1	EVX1
P49674	CSNK1E	CSNK1E
P49736	MCM2	MCM2,BM28,CCNL1,CDCL1,KIAA0030
P49756	RBM25	RBM25,RNPC7
P49757	NUMB	NUMB,C14orf41
P49759	CLK1	CLK1,CLK
P49760	CLK2	CLK2
P49761	CLK3	CLK3
P49790	NUP153	NUP153
P49792	RANBP2	RANBP2,NUP358
P49796	RGS3	RGS3
P49810	PSEN2	PSEN2,AD4,PS2,PSNL2,STM2
P49815	TSC2	TSC2,TSC4
P49841	GSK3B	GSK3B
P49848	TAF6	TAF6,TAF2E,TAFII70
P49915	GMPS	GMPS
P49916	LIG3	LIG3
P49959	MRE11	MRE11,HNGS1,MRE11A
P50219	MNX1	MNX1,HLXB9
P50402	EMD	EMD,EDMD,STA
P50443	SLC26A2	SLC26A2,DTD,DTDST
P50502	ST13	ST13,AAG2,FAM10A1,HIP,SNC6
P50548	ERF	ERF
P50552	VASP	VASP
P50570	DNM2	DNM2,DYN2
P50613	CDK7	CDK7,CAK,CAK1,CDKN7,MO15,STK1
P50616	TOB1	TOB1,TOB,TROB1
P50851	LRBA	LRBA,BGL,CDC4L,LBA
P50990	CCT8	CCT8,C21orf112,CCTQ,KIAA0002
P51003	PAPOLA	PAPOLA,PAP
P51114	FXR1	FXR1
P51116	FXR2	FXR2,FMR1L2
P51149	RAB7A	RAB7A,RAB7
P51397	DAP	DAP,DAP1
P51523	ZNF84	ZNF84
P51531	SMARCA2	SMARCA2,BAF190B,BRM,SNF2A,SNF2L2
P51532	SMARCA4	SMARCA4,BAF190A,BRG1,SNF2B,SNF2L4
P51580	TPMT	TPMT
P51608	MECP2	MECP2
P51610	HCFC1	HCFC1,HCF1,HFC1
P51659	HSD17B4	HSD17B4,EDH17B4,SDR8C1
P51787	KCNQ1	KCNQ1,KCNA8,KCNA9,KVLQT1
P51788	CLCN2	CLCN2
P51812	RPS6KA3	RPS6KA3,ISPK1,MAPKAPK1B,RSK2
P51825	AFF1	AFF1,AF4,FEL,MLLT2,PBM1
P51858	HDGF	HDGF,HMG1L2
P51946	CCNH	CCNH
P51955	NEK2	NEK2,NEK2A,NLK1
P51956	NEK3	NEK3
P51957	NEK4	NEK4,STK2
P51991	HNRNPA3	HNRNPA3,HNRPA3
P52272	HNRNPM	HNRNPM,HNRPM,NAGR1
P52292	KPNA2	KPNA2,RCH1,SRP1
P52564	MAP2K6	MAP2K6,MEK6,MKK6,PRKMK6,SKK3
P52565	ARHGDIA	ARHGDIA,GDIA1
P52594	AGFG1	AGFG1,HRB,RAB,RIP
P52597	HNRNPF	HNRNPF,HNRPF
P52701	MSH6	MSH6,GTBP
P52732	KIF11	KIF11,EG5,KNSL1,TRIP5
P52735	VAV2	VAV2
P52756	RBM5	RBM5,H37,LUCA15
P52907	CAPZA1	CAPZA1
P52926	HMGA2	HMGA2,HMGIC
P52948	NUP98	NUP98,ADAR2
P53367	ARFIP1	ARFIP1
P53396	ACLY	ACLY
P53602	MVD	MVD,MPD
P53621	COPA	COPA
P53805	RCAN1	RCAN1,ADAPT78,CSP1,DSC1,DSCR1
Q9UKA8	RCAN3	RCAN3,DSCR1L2
P53814	SMTN	SMTN,SMSMO
P53985	SLC16A1	SLC16A1,MCT1
P53999	SUB1	SUB1,PC4,RPO2TC1
P54105	CLNS1A	CLNS1A,CLCI,ICLN
P54253	ATXN1	ATXN1,ATX1,SCA1
P54259	ATN1	ATN1,D12S755E,DRPLA
P54274	TERF1	TERF1,PIN2,TRBF1,TRF,TRF1
P54578	USP14	USP14,TGT
P54725	RAD23A	RAD23A
P54727	RAD23B	RAD23B
P55011	SLC12A2	SLC12A2,NKCC1
P55081	MFAP1	MFAP1
P55196	AFDN	AFDN,AF6,MLLT4
P55198	MLLT6	MLLT6,AF17
P55199	ELL	ELL,C19orf17
P55201	BRPF1	BRPF1,BR140
P55209	NAP1L1	NAP1L1,NRP
P55265	ADAR	ADAR,ADAR1,DSRAD,G1P1,IFI4
P55317	FOXA1	FOXA1,HNF3A,TCF3A
P55327	TPD52	TPD52
P55884	EIF3B	EIF3B,EIF3S9
P56192	MARS1	MARS1,MARS
P56211	ARPP19	ARPP19
P56277	CMC4	CMC4,C6.1B,MTCP1,MTCP1NB
P56470	LGALS4	LGALS4
P56524	HDAC4	HDAC4,KIAA0288
P56962	STX17	STX17
P57081	WDR4	WDR4
P57682	KLF3	KLF3,BKLF
P57737	CORO7	CORO7
P57740	NUP107	NUP107
P58107	EPPK1	EPPK1,EPIPL
P60174	TPI1	TPI1,TPI
P60468	SEC61B	SEC61B
P60709	ACTB	ACTB
P60981	DSTN	DSTN,ACTDP,DSN
P61006	RAB8A	RAB8A,MEL,RAB8
P61247	RPS3A	RPS3A,FTE1,MFTL
P61289	PSME3	PSME3
P61978	HNRNPK	HNRNPK,HNRPK
P62070	RRAS2	RRAS2,TC21
P62136	PPP1CA	PPP1CA,PPP1A
P62140	PPP1CB	PPP1CB
P62241	RPS8	RPS8,OK/SW-cl.83
P62258	YWHAE	YWHAE
P62263	RPS14	RPS14,PRO2640
P62306	SNRPF	SNRPF,PBSCF
P62310	LSM3	LSM3,MDS017
P62316	SNRPD2	SNRPD2,SNRPD1
P62328	TMSB4X	TMSB4X,TB4X,THYB4,TMSB4
P62750	RPL23A	RPL23A
P62753	RPS6	RPS6,OK/SW-cl.2
P62805	H4C1	H4C1,H4/A,H4FA,HIST1H4A;,H4C2,H4/I,H4FI,HIST1H4B;,H4C3,H4/G,H4FG,HIST1H4C;,H4C4,H4/B,H4FB,HIST1H4D;,H4C5,H4/J,H4FJ,HIST1H4E;,H4C6,H4/C,H4FC,HIST1H4F;,H4C8,H4/H,H4FH,HIST1H4H;,H4C9,H4/M,H4FM,HIST1H4I;,H4C11,H4/E,H4FE,HIST1H4J;,H4C12,H4/D,H4FD,HIST1H4K;,H4C13,H4/K,H4FK,HIST1H4L;,H4C14,H4/N,H4F2,H4FN,HIST2H4,HIST2H4A;,H4C15,H4/O,H4FO,HIST2H4B;,H4-16,HIST4H4
P62820	RAB1A	RAB1A,RAB1
P62857	RPS28	RPS28
P62888	RPL30	RPL30
P62979	RPS27A	RPS27A,UBA80,UBCEP1
P62995	TRA2B	TRA2B,SFRS10
P63104	YWHAZ	YWHAZ
P63165	SUMO1	SUMO1,SMT3C,SMT3H3,UBL1,OK/SW-cl.43
P63208	SKP1	SKP1,EMC19,OCP2,SKP1A,TCEB1L
P67809	YBX1	YBX1,NSEP1,YB1
P68366	TUBA4A	TUBA4A,TUBA1
P68371	TUBB4B	TUBB4B,TUBB2C
P68402	PAFAH1B2	PAFAH1B2,PAFAHB
P78312	FAM193A	FAM193A,C4orf8,RES4-22
P78314	SH3BP2	SH3BP2,3BP2,RES4-23
P78316	NOP14	NOP14,C4orf9,NOL14,RES4-25
P78317	RNF4	RNF4,SNURF,RES4-26
P78332	RBM6	RBM6,DEF3
P78344	EIF4G2	EIF4G2,DAP5,OK/SW-cl.75
P78345	RPP38	RPP38
P78346	RPP30	RPP30,RNASEP2
P78347	GTF2I	GTF2I,BAP135,WBSCR6
P78362	SRPK2	SRPK2
P78527	PRKDC	PRKDC,HYRC,HYRC1
P78536	ADAM17	ADAM17,CSVP,TACE
P78545	ELF3	ELF3,ERT,ESX,JEN
P78549	NTHL1	NTHL1,NTH1,OCTS3
P78559	MAP1A	MAP1A,MAP1L
P82094	TMF1	TMF1,ARA160
P83369	LSM11	LSM11
P83436	COG7	COG7,UNQ3082/PRO10013
P83916	CBX1	CBX1,CBX
P84103	SRSF3	SRSF3,SFRS3,SRP20
P85037	FOXK1	FOXK1,MNF
P85299	PRR5	PRR5,PROTOR1,PP610
P86790	CCZ1B	CCZ1B,C7orf28B
P86791	CCZ1	CCZ1,C7orf28A,CGI-43
P98082	DAB2	DAB2,DOC2
P98171	ARHGAP4	ARHGAP4,KIAA0131,RGC1,RHOGAP4
P98174	FGD1	FGD1,FGDY,ZFYVE3
P98175	RBM10	RBM10,DXS8237E,GPATC9,GPATCH9,KIAA0122
Q00341	HDLBP	HDLBP,HBP,VGL
Q00536	CDK16	CDK16,PCTAIRE1,PCTK1
Q00587	CDC42EP1	CDC42EP1,BORG5,CEP1,MSE55
Q00610	CLTC	CLTC,CLH17,CLTCL2,KIAA0034
Q00613	HSF1	HSF1,HSTF1
Q00688	FKBP3	FKBP3,FKBP25
Q00839	HNRNPU	HNRNPU,C1orf199,HNRPU,SAFA,U21.1
Q01082	SPTBN1	SPTBN1,SPTB2
Q01105	SET	SET
Q01130	SRSF2	SRSF2,SFRS2
Q01167	FOXK2	FOXK2,ILF,ILF1
Q01433	AMPD2	AMPD2
Q01518	CAP1	CAP1,CAP
Q01581	HMGCS1	HMGCS1,HMGCS
Q01664	TFAP4	TFAP4,BHLHC41
Q01804	OTUD4	OTUD4,HIN-1,KIAA1046
Q01813	PFKP	PFKP,PFKF
Q01831	XPC	XPC,XPCC
Q01850	CDR2	CDR2,PCD17
Q01970	PLCB3	PLCB3
Q02040	AKAP17A	AKAP17A,CXYorf3,DXYS155E,SFRS17A,XE7
Q02078	MEF2A	MEF2A,MEF2
Q02086	SP2	SP2,KIAA0048
Q02108	GUCY1A1	GUCY1A1,GUC1A3,GUCSA3,GUCY1A3
Q02241	KIF23	KIF23,KNSL5,MKLP1
Q02410	APBA1	APBA1,MINT1,X11
Q02447	SP3	SP3
Q02543	RPL18A	RPL18A
Q02790	FKBP4	FKBP4,FKBP52
Q02880	TOP2B	TOP2B
Q03001	DST	DST,BP230,BP240,BPAG1,DMH,DT,KIAA0728
Q03112	MECOM	MECOM,EVI1,MDS1,PRDM3
Q03164	KMT2A	KMT2A,ALL1,CXXC7,HRX,HTRX,MLL,MLL1,TRX1
Q03188	CENPC	CENPC,CENPC1,ICEN7
Q03252	LMNB2	LMNB2,LMN2
Q03468	ERCC6	ERCC6,CSB
Q04637	EIF4G1	EIF4G1,EIF4F,EIF4G,EIF4GI
Q04721	NOTCH2	NOTCH2
Q04724	TLE1	TLE1
Q04726	TLE3	TLE3,KIAA1547
Q04727	TLE4	TLE4,GRG4,KIAA1261
Q04828	AKR1C1	AKR1C1,DDH,DDH1
Q05209	PTPN12	PTPN12
Q05397	PTK2	PTK2,FAK,FAK1
Q05519	SRSF11	SRSF11,SFRS11
Q05655	PRKCD	PRKCD,PKCD
Q05D32	CTDSPL2	CTDSPL2,HSPC058,HSPC129
Q06210	GFPT1	GFPT1,GFAT,GFPT
Q06265	EXOSC9	EXOSC9,PMSCL1
Q06587	RING1	RING1,RNF1
Q07002	CDK18	CDK18,PCTAIRE3,PCTK3
Q07075	ENPEP	ENPEP
Q07157	TJP1	TJP1,ZO1
Q07666	KHDRBS1	KHDRBS1,SAM68
Q07866	KLC1	KLC1,KLC,KNS2
Q07889	SOS1	SOS1
Q07955	SRSF1	SRSF1,ASF,SF2,SF2P33,SFRS1,OK/SW-cl.3
Q07960	ARHGAP1	ARHGAP1,CDC42GAP,RHOGAP1
Q08170	SRSF4	SRSF4,SFRS4,SRP75
Q08357	SLC20A2	SLC20A2,GLVR2,PIT2
Q08379	GOLGA2	GOLGA2
Q08495	DMTN	DMTN,DMT,EPB49
Q08945	SSRP1	SSRP1,FACT80
Q08999	RBL2	RBL2,RB2
Q08AD1	CAMSAP2	CAMSAP2,CAMSAP1L1,KIAA1078
Q08J23	NSUN2	NSUN2,SAKI,TRM4
Q09161	NCBP1	NCBP1,CBP80,NCBP
Q09472	EP300	EP300,P300
Q09666	AHNAK	AHNAK,PM227
Q0JRZ9	FCHO2	FCHO2
Q12769	NUP160	NUP160,KIAA0197,NUP120
Q12770	SCAP	SCAP,KIAA0199,PSEC0227
Q12774	ARHGEF5	ARHGEF5,TIM
Q12789	GTF3C1	GTF3C1
Q12792	TWF1	TWF1,PTK9
Q12802	AKAP13	AKAP13,BRX,HT31,LBC
Q12830	BPTF	BPTF,FAC1,FALZ
Q12834	CDC20	CDC20
Q12857	NFIA	NFIA,KIAA1439
Q12872	SFSWAP	SFSWAP,SFRS8,SWAP
Q12873	CHD3	CHD3
Q12888	TP53BP1	TP53BP1
Q12893	TMEM115	TMEM115,PL6,LUCA11.2
Q12906	ILF3	ILF3,DRBF,MPHOSPH4,NF90
Q12923	PTPN13	PTPN13,PNP1,PTP1E,PTPL1
Q12929	EPS8	EPS8
Q12933	TRAF2	TRAF2,TRAP3
Q12955	ANK3	ANK3
Q12959	DLG1	DLG1
Q12982	BNIP2	BNIP2,NIP2
Q12986	NFX1	NFX1,NFX2
Q12996	CSTF3	CSTF3
Q13017	ARHGAP5	ARHGAP5,RHOGAP5
Q13029	PRDM2	PRDM2,KMT8,RIZ
Q13033	STRN3	STRN3,GS2NA,SG2NA
Q13042	CDC16	CDC16,ANAPC6
Q13043	STK4	STK4,KRS2,MST1
Q13045	FLII	FLII,FLIL
Q13057	COASY	COASY,PSEC0106
Q13085	ACACA	ACACA,ACAC,ACC1,ACCA
Q13098	GPS1	GPS1,COPS1,CSN1
Q13107	USP4	USP4,UNP,UNPH
Q13111	CHAF1A	CHAF1A,CAF,CAF1P150
Q13112	CHAF1B	CHAF1B,CAF1A,CAF1P60,MPHOSPH7,MPP7
Q13129	RLF	RLF
Q13131	PRKAA1	PRKAA1,AMPK1
Q13136	PPFIA1	PPFIA1,LIP1
Q13144	EIF2B5	EIF2B5,EIF2BE
Q13153	PAK1	PAK1
Q13177	PAK2	PAK2
Q13185	CBX3	CBX3
Q13188	STK3	STK3,KRS1,MST2
Q13200	PSMD2	PSMD2,TRAP2
Q13206	DDX10	DDX10
Q13233	MAP3K1	MAP3K1,MAPKKK1,MEKK,MEKK1
Q13242	SRSF9	SRSF9,SFRS9,SRP30C
Q13243	SRSF5	SRSF5,HRS,SFRS5,SRP40
Q13247	SRSF6	SRSF6,SFRS6,SRP55
Q13263	TRIM28	TRIM28,KAP1,RNF96,TIF1B
Q13283	G3BP1	G3BP1,G3BP
Q13286	CLN3	CLN3,BTS
Q13287	NMI	NMI
Q13309	SKP2	SKP2,FBXL1
Q13322	GRB10	GRB10,GRBIR,KIAA0207
Q13330	MTA1	MTA1
Q13371	PDCL	PDCL,PHLOP1,PhLP1
Q13409	DYNC1I2	DYNC1I2,DNCI2,DNCIC2
Q13416	ORC2	ORC2,ORC2L
Q13425	SNTB2	SNTB2,D16S2531E,SNT2B2,SNTL
Q13427	PPIG	PPIG
Q13428	TCOF1	TCOF1
Q13435	SF3B2	SF3B2,SAP145
Q13439	GOLGA4	GOLGA4
Q13442	PDAP1	PDAP1,HASPP28
Q13443	ADAM9	ADAM9,KIAA0021,MCMP,MDC9,MLTNG
Q13451	FKBP5	FKBP5,AIG6,FKBP51
Q13459	MYO9B	MYO9B,MYR5
Q13469	NFATC2	NFATC2,NFAT1,NFATP
Q13470	TNK1	TNK1
Q13480	GAB1	GAB1
Q13501	SQSTM1	SQSTM1,ORCA,OSIL
Q13506	NAB1	NAB1
Q13523	PRPF4B	PRPF4B,KIAA0536,PRP4,PRP4H,PRP4K
Q13535	ATR	ATR,FRP1
Q13541	EIF4EBP1	EIF4EBP1
Q13542	EIF4EBP2	EIF4EBP2
Q13547	HDAC1	HDAC1,RPD3L1
Q13555	CAMK2G	CAMK2G,CAMK,CAMK-II,CAMKG
Q13557	CAMK2D	CAMK2D,CAMKD
Q13561	DCTN2	DCTN2,DCTN50
Q13573	SNW1	SNW1,SKIIP,SKIP
Q13576	IQGAP2	IQGAP2
Q13586	STIM1	STIM1,GOK
Q13595	TRA2A	TRA2A
Q13596	SNX1	SNX1
Q13601	KRR1	KRR1,HRB2
Q13610	PWP1	PWP1
Q13613	MTMR1	MTMR1
Q13615	MTMR3	MTMR3,KIAA0371,ZFYVE10
Q13619	CUL4A	CUL4A
Q13620	CUL4B	CUL4B,KIAA0695
Q13625	TP53BP2	TP53BP2,ASPP2,BBP
Q13627	DYRK1A	DYRK1A,DYRK,MNB,MNBH
Q9Y463	DYRK1B	DYRK1B,MIRK
Q13671	RIN1	RIN1
Q13769	THOC5	THOC5,C22orf19,KIAA0983
Q13796	SHROOM2	SHROOM2,APXL
Q13813	SPTAN1	SPTAN1,NEAS,SPTA2
Q13838	DDX39B	DDX39B,BAT1,UAP56
Q13884	SNTB1	SNTB1,SNT2B1
Q13895	BYSL	BYSL,ENP1
Q14004	CDK13	CDK13,CDC2L,CDC2L5,CHED,KIAA1791
Q14103	HNRNPD	HNRNPD,AUF1,HNRPD
Q14126	DSG2	DSG2,CDHF5
Q14135	VGLL4	VGLL4,KIAA0121
Q14137	BOP1	BOP1,KIAA0124
Q14149	MORC3	MORC3,KIAA0136,NXP2,ZCWCC3
Q14152	EIF3A	EIF3A,EIF3S10,KIAA0139
Q14153	FAM53B	FAM53B,KIAA0140,SMP
Q14155	ARHGEF7	ARHGEF7,COOL1,KIAA0142,P85SPR,PAK3BP,PIXB,Nbla10314
Q14157	UBAP2L	UBAP2L,KIAA0144,NICE4
Q14160	SCRIB	SCRIB,CRIB1,KIAA0147,LAP4,SCRB1,VARTUL
Q14166	TTLL12	TTLL12,KIAA0153
Q14181	POLA2	POLA2
Q14185	DOCK1	DOCK1
Q14186	TFDP1	TFDP1,DP1
Q14188	TFDP2	TFDP2,DP2
Q14195	DPYSL3	DPYSL3,CRMP4,DRP3,ULIP,ULIP1
Q14202	ZMYM3	ZMYM3,DXS6673E,KIAA0385,ZNF261
Q14204	DYNC1H1	DYNC1H1,DHC1,DNCH1,DNCL,DNECL,DYHC,KIAA0325
Q14241	ELOA	ELOA,TCEB3,MSTP059
Q14244	MAP7	MAP7
Q14247	CTTN	CTTN,EMS1
Q14258	TRIM25	TRIM25,EFP,RNF147,ZNF147
Q14451	GRB7	GRB7
Q14498	RBM39	RBM39,HCC1,RNPC2
Q14517	FAT1	FAT1,CDHF7,FAT
Q14541	HNF4G	HNF4G,NR2A2
Q14542	SLC29A2	SLC29A2,DER12,ENT2,HNP36
Q14558	PRPSAP1	PRPSAP1
Q14562	DHX8	DHX8,DDX8
Q14566	MCM6	MCM6
Q14568	HSP90AA2P	HSP90AA2P,HSP90AA2,HSPCAL3
Q14573	ITPR3	ITPR3
Q14644	RASA3	RASA3
Q14669	TRIP12	TRIP12,KIAA0045,ULF
Q14671	PUM1	PUM1,KIAA0099,PUMH1
Q14676	MDC1	MDC1,KIAA0170,NFBD1
Q14677	CLINT1	CLINT1,ENTH,EPN4,EPNR,KIAA0171
Q14678	KANK1	KANK1,ANKRD15,KANK,KIAA0172
Q14680	MELK	MELK,KIAA0175
Q14684	RRP1B	RRP1B,KIAA0179
Q14686	NCOA6	NCOA6,AIB3,KIAA0181,RAP250,TRBP
Q14687	GSE1	GSE1,KIAA0182
Q14692	BMS1	BMS1,BMS1L,KIAA0187
Q14694	USP10	USP10,KIAA0190
Q14738	PPP2R5D	PPP2R5D
Q14739	LBR	LBR
Q14764	MVP	MVP,LRP
Q14789	GOLGB1	GOLGB1
Q147X3	NAA30	NAA30,C14orf35,MAK3,NAT12
Q14802	FXYD3	FXYD3,MAT8,PLML
Q14814	MEF2D	MEF2D
Q14839	CHD4	CHD4
Q14847	LASP1	LASP1,MLN50
Q14865	ARID5B	ARID5B,DESRT,MRF2
Q14938	NFIX	NFIX
Q14966	ZNF638	ZNF638,NP220,ZFML
Q14978	NOLC1	NOLC1,KIAA0035,NS5ATP13
Q14980	NUMA1	NUMA1,NMP22,NUMA
Q14993	COL19A1	COL19A1
Q14BN4	SLMAP	SLMAP,KIAA1601,SLAP,UNQ1847/PRO3577
Q14C86	GAPVD1	GAPVD1,GAPEX5,KIAA1521,RAP6
Q14CZ0	TAPR1	TAPR1,C16orf72
Q14CZ8	HEPACAM	HEPACAM
Q15003	NCAPH	NCAPH,BRRN,BRRN1,CAPH,KIAA0074
Q15007	WTAP	WTAP,KIAA0105
Q15019	SEPTIN2	SEPTIN2,DIFF6,KIAA0158,NEDD5,SEPT2
Q15020	SART3	SART3,KIAA0156,TIP110
Q15021	NCAPD2	NCAPD2,CAPD2,CNAP1,KIAA0159
Q15022	SUZ12	SUZ12,CHET9,JJAZ1,KIAA0160
Q15024	EXOSC7	EXOSC7,KIAA0116,RRP42
Q15032	R3HDM1	R3HDM1,KIAA0029,R3HDM
Q15036	SNX17	SNX17,KIAA0064
Q15042	RAB3GAP1	RAB3GAP1,KIAA0066,RAB3GAP
Q15047	SETDB1	SETDB1,ESET,KIAA0067,KMT1E
Q15054	POLD3	POLD3,KIAA0039
Q15057	ACAP2	ACAP2,CENTB2,KIAA0041
Q15059	BRD3	BRD3,KIAA0043,RING3L
Q15061	WDR43	WDR43,KIAA0007,UTP5
Q15067	ACOX1	ACOX1,ACOX
Q15084	PDIA6	PDIA6,ERP5,P5,TXNDC7
Q15121	PEA15	PEA15
Q15149	PLEC	PLEC,PLEC1
Q15154	PCM1	PCM1
Q15185	PTGES3	PTGES3,P23,TEBP
Q15223	NECTIN1	NECTIN1,HVEC,PRR1,PVRL1
Q15233	NONO	NONO,NRB54
Q15262	PTPRK	PTPRK,PTPK
Q15276	RABEP1	RABEP1,RAB5EP,RABPT5,RABPT5A
Q15311	RALBP1	RALBP1,RLIP,RLIP1,RLIP76
Q15345	LRRC41	LRRC41,MUF1,PP7759
Q15365	PCBP1	PCBP1
Q15366	PCBP2	PCBP2
Q15388	TOMM20	TOMM20,KIAA0016
Q15390	MTFR1	MTFR1,CHPPR,FAM54A2,KIAA0009
Q15393	SF3B3	SF3B3,KIAA0017,SAP130
Q15418	RPS6KA1	RPS6KA1,MAPKAPK1A,RSK1
Q15424	SAFB	SAFB,HAP,HET,SAFB1
Q15435	PPP1R7	PPP1R7,SDS22
Q15459	SF3A1	SF3A1,SAP114
Q15464	SHB	SHB
Q15477	SKIV2L	SKIV2L,DDX13,SKI2W,SKIV2,W
Q15527	SURF2	SURF2
Q15545	TAF7	TAF7,TAF2F,TAFII55
Q15554	TERF2	TERF2,TRBF2,TRF2
Q15572	TAF1C	TAF1C
Q15596	NCOA2	NCOA2,BHLHE75,SRC2,TIF2
Q15629	TRAM1	TRAM1,TRAM
Q15637	SF1	SF1,ZFM1,ZNF162
Q15642	TRIP10	TRIP10,CIP4,STOT,STP
Q15643	TRIP11	TRIP11,CEV14
Q15648	MED1	MED1,ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2
Q15649	ZNHIT3	ZNHIT3,TRIP3
Q15651	HMGN3	HMGN3,TRIP7,PNAS-24
Q15652	JMJD1C	JMJD1C,JHDM2C,KIAA1380,TRIP8
Q15678	PTPN14	PTPN14,PEZ,PTPD2
